protein,SIMmin_7CUT0,SIMmax_7CUT0,SIMavg_7CUT0,SIMavgT5_7CUT0,SIMmin_7CUT1,SIMmax_7CUT1,SIMavg_7CUT1,SIMavgT5_7CUT1,SIMmin_7CUT2,SIMmax_7CUT2,SIMavg_7CUT2,SIMavgT5_7CUT2,SIMmin_7CUT3,SIMmax_7CUT3,SIMavg_7CUT3,SIMavgT5_7CUT3,SIMmin_7CUT4,SIMmax_7CUT4,SIMavg_7CUT4,SIMavgT5_7CUT4,SIMmin_7CUT5,SIMmax_7CUT5,SIMavg_7CUT5,SIMavgT5_7CUT5,SIMmin_7CUT6,SIMmax_7CUT6,SIMavg_7CUT6,SIMavgT5_7CUT6,SIMmin_7CUT7,SIMmax_7CUT7,SIMavg_7CUT7,SIMavgT5_7CUT7
DRD2_HUMAN,10.82,78.6,31.640866873065026,78.42,0.8,88.89,17.581858108108193,79.99999999999999,7.95,98.11,49.42630030959751,97.73400000000001,14.29,84.21,52.97010903426801,84.21,14.29,96.83,49.421207430340445,96.83,8.42,52.33,16.482368421052612,52.33,4.58,94.29,41.37767912772607,93.71800000000002,,,,
DRD2_RAT,11.12,98.65,31.84173374612994,94.63999999999999,0.8,88.89,17.581858108108193,79.99999999999999,8.37,98.11,50.01328173374613,98.11,14.29,84.21,52.97010903426801,84.21,13.84,96.83,50.07413043478257,93.46399999999998,8.37,98.96,16.55583591331269,89.63399999999999,4.58,94.29,41.37767912772607,93.71800000000002,,,,
DRD3_HUMAN,10.53,65.26,33.519876160990734,63.553999999999995,1.79,52.38,19.53854026845636,51.428,6.69,85.96,49.38075851393177,84.69399999999999,14.15,84.21,51.648913043478096,84.21,13.84,80.0,47.99031055900614,80.0,10.83,39.26,19.12219814241485,38.401999999999994,4.2,97.14,41.30357585139338,96.57,,,,
DRD3_RAT,9.7,65.26,30.87444272445816,63.379999999999995,0.76,57.14,16.83430000000003,51.428,7.11,85.96,48.70133126934994,83.15399999999998,14.15,84.21,51.648913043478096,84.21,13.84,80.0,47.99031055900614,80.0,8.37,34.4,15.672693498452006,34.254000000000005,4.2,97.14,40.99695046439648,95.99799999999999,,,,
DRD4_HUMAN,9.95,62.56,31.60679566563463,60.94000000000001,1.06,50.0,17.068726968174182,49.166,6.61,79.66,40.889148606811204,75.66399999999999,12.87,87.67,54.36761609907119,85.92600000000002,13.84,78.26,42.97609907120746,75.256,10.59,44.05,18.50049535603714,43.14399999999999,5.34,83.78,42.53320433436526,83.78,,,,
DRD4_RAT,10.49,62.56,32.60357585139321,60.286,1.2,40.74,15.271124161073901,39.870000000000005,6.69,79.66,46.159721362229014,77.958,14.5,87.67,52.700247678018805,85.4,14.29,78.26,42.15134674922601,74.388,12.33,44.05,21.518482972136255,43.5,4.91,73.81,36.96111455108347,73.682,,,,
DRD5_HUMAN,14.49,57.98,33.24498452012382,57.91799999999999,2.86,42.42,16.895430016863358,41.69,9.17,77.59,52.09744582043321,77.244,15.84,91.67,58.086671826625214,91.67,16.95,64.58,35.162012383900915,64.58,11.79,62.24,28.222910216718137,62.036,9.02,41.67,27.404164086687132,40.956,1.89,41.82,12.15772727272729,41.455999999999996
E2R4B8_CANLF,9.3,81.1,33.69432766615143,61.25,,,,,8.4,86.54,43.15707882534788,67.492,13.37,95.83,46.59540958268927,82.154,14.72,97.1,39.312148377125204,77.896,10.45,86.76,30.600540958268876,72.542,6.44,84.48,36.49724884080388,59.970000000000006,0.68,50.0,13.891025179856118,42.888
E2R517_CANLF,11.87,61.88,19.761483771251914,47.36,0.45,19.2,3.703847429519075,16.018,10.18,96.18,19.821128284389438,65.588,12.15,92.68,34.94004636785143,68.14200000000001,14.35,96.88,45.5343894899536,86.224,5.8,98.11,24.361746522411146,90.944,6.84,80.0,37.934374034003135,72.416,1.52,35.38,10.117321100917424,33.544
EDNRA_HUMAN,11.56,98.36,34.2681578947369,97.10000000000001,1.85,94.44,13.807308970099756,91.848,9.21,97.22,39.37166149068322,89.008,13.57,97.4,48.08332298136609,95.06199999999998,13.87,98.73,38.65204968944089,91.93800000000002,8.57,98.55,33.344891640866855,98.55,4.96,94.0,42.47420807453421,90.0,1.08,42.31,16.652444852941155,40.332
EDNRA_PIG,11.48,98.36,34.16676470588244,96.86600000000001,1.85,94.44,13.207225913621304,90.738,9.21,97.22,39.37166149068322,89.008,13.57,97.4,48.23238390092843,97.4,13.87,98.73,38.70106811145516,98.73,8.57,98.55,33.070310559006224,94.614,4.96,94.0,42.47420807453421,90.0,1.08,42.31,16.652444852941155,40.332
EDNRA_RAT,11.29,92.06,34.24708978328177,91.826,1.85,81.48,13.861395348837297,80.37000000000002,9.62,97.22,39.46657894736846,97.22,13.57,97.4,48.08332298136609,95.06199999999998,13.87,98.73,38.65204968944089,91.93800000000002,8.57,98.55,33.070310559006224,94.614,5.34,94.0,43.68287925696596,94.0,1.08,44.44,16.43435185185187,40.0
EDNRB_HUMAN,11.48,82.85,33.17012383900929,77.86399999999999,1.96,62.75,11.681254180602009,56.474000000000004,11.81,61.86,31.459520123839233,59.488,14.36,94.59,49.610154798762096,92.12800000000001,13.19,82.35,39.54543343653243,77.65799999999999,8.57,97.06,34.416486068111354,93.704,4.58,77.08,43.57945652173904,76.46399999999998,1.04,44.44,15.26731397459165,43.41
EDNRB_RAT,11.69,82.85,33.62134674922605,78.06199999999998,1.96,62.75,12.268633333333351,56.628,12.1,61.86,31.239102167182846,59.088,13.86,94.59,50.590402476780284,92.81400000000001,15.09,82.35,41.57226006191927,78.83399999999999,8.57,97.06,34.32476780185738,93.422,4.58,77.08,43.57945652173904,76.46399999999998,1.04,44.44,15.26731397459165,43.41
FFAR1_HUMAN,8.83,89.47,32.534721362229085,89.324,0.41,16.67,4.303076923076925,14.168000000000001,6.83,88.0,40.794427244581996,87.6,15.35,98.61,49.295092879257055,98.33200000000001,14.22,94.12,35.69318885448916,93.648,8.49,97.96,31.120185758514037,97.55199999999999,6.11,95.24,35.20154798761603,90.10600000000001,,,,
FFAR1_MACFA,9.22,84.62,32.77030959752327,83.39200000000001,0.41,16.67,4.303076923076925,14.168000000000001,6.56,78.85,40.492089783281756,77.696,15.79,98.61,48.88513931888556,98.054,13.92,65.26,37.458188854489244,65.26,8.49,97.96,30.901919504643967,97.96,5.73,95.24,35.3781888544892,90.10600000000001,,,,
FFAR1_MOUSE,8.58,91.48,31.80304953560379,91.078,0.41,16.67,4.303076923076925,14.168000000000001,5.62,98.0,37.91436532507739,96.0,15.35,98.61,50.14784829721361,98.054,13.79,95.29,35.715758513931945,94.58400000000002,8.49,97.96,30.82572755417954,97.96,4.94,69.57,31.7736377708978,69.57,,,,
FFAR1_RAT,8.59,91.48,31.913219814241423,90.932,0.41,16.67,4.303076923076925,14.168000000000001,6.02,98.0,39.22236842105245,95.6,15.35,98.61,49.638343653250764,98.33200000000001,13.79,95.29,35.90266253869974,95.05600000000001,8.49,97.96,30.787476780185717,97.55199999999999,4.2,63.64,31.532770897832854,63.18399999999999,,,,
FFAR2_HUMAN,9.97,49.3,34.10564142194744,47.041999999999994,,,,,7.35,53.23,37.19533230293653,52.448,15.02,68.06,50.241777434312205,66.114,15.65,56.96,43.152890262751114,55.052,7.72,53.85,29.17361669242656,53.85,5.73,60.42,39.27153013910356,56.668000000000006,1.72,35.29,13.047228260869602,32.91199999999999
FFAR4_HUMAN,11.29,82.35,36.096506955177766,58.129999999999995,1.22,39.13,16.392184873949578,38.446,7.79,66.67,40.29789799072649,60.918000000000006,12.87,92.96,52.46536321483794,76.5,17.26,92.31,39.66897990726429,63.06600000000001,11.36,90.0,33.788777089783316,60.352,4.18,90.91,39.60081916537855,71.81799999999998,0.77,94.12,15.399012797074958,68.236
FFAR4_MOUSE,11.33,82.35,36.48176197836163,59.104,1.06,43.48,17.82901666666669,41.42399999999999,7.56,76.56,40.12319938176212,60.742,12.87,92.96,51.94454404945922,77.506,16.81,92.31,39.80605873261201,64.304,11.36,90.0,33.788777089783316,60.352,4.56,90.91,41.972461300309604,68.18199999999999,0.77,94.12,15.855941499085928,63.528
FFAR4_RAT,11.19,76.53,36.66180834621321,57.302,1.52,37.14,14.08681135225379,34.282,7.41,76.56,43.95406491499229,65.854,13.37,91.78,50.489459041730875,74.26200000000001,15.52,63.44,42.65958268933541,58.907999999999994,12.16,90.0,33.99174652241111,69.426,4.56,90.91,41.972461300309604,68.18199999999999,0.77,94.12,15.855941499085928,63.528
FPR1_HUMAN,10.65,76.32,37.0640494590417,61.414,0.76,42.11,15.712376237623776,38.44199999999999,6.72,77.78,47.308995363214834,73.52799999999999,13.62,95.83,51.48803709428128,82.498,17.08,69.23,38.403709428129794,55.57800000000001,10.33,82.14,33.64106646058733,72.07000000000001,6.08,86.0,43.25814528593505,67.02000000000001,0.78,64.71,15.764492753623168,52.94199999999999
FPR1_MOUSE,11.03,66.76,36.534544049459015,59.35200000000001,2.27,61.9,21.741594684385454,58.092,7.41,73.33,46.253369397217995,69.232,14.08,95.83,53.10701700154558,85.0,16.95,59.57,33.845363214837654,52.272000000000006,9.92,80.0,32.88995363214835,68.14,5.32,66.0,43.15942812982997,63.708000000000006,1.72,54.84,19.03047016274866,49.092
FPR2_HUMAN,11.12,76.32,37.39584234930447,63.682,1.06,47.62,15.731325503355727,45.716,7.56,77.78,45.77465224111286,71.56800000000001,14.08,94.44,53.866213292117436,83.33200000000001,18.18,69.23,40.445564142194726,56.644000000000005,10.07,85.71,33.530293663060206,70.972,5.32,86.0,40.908809891808346,68.66799999999999,0.72,64.71,16.288745454545435,55.294
FPRS1_MOUSE,11.43,70.73,36.61437403400309,60.79600000000001,1.2,61.9,17.74298507462688,54.284000000000006,7.56,76.36,49.61080370942821,71.47200000000001,15.02,94.44,53.49596599690888,83.61,18.0,59.57,35.59870170015457,51.858000000000004,9.02,85.71,32.50888717156106,69.162,4.94,68.63,39.918655332302954,61.418000000000006,0.52,58.82,15.644778597785956,49.412
FSHR_HUMAN,13.64,81.15,21.91896445131376,43.596000000000004,0.76,94.66,6.8053166666666565,37.558,7.75,79.14,12.112287480680013,37.705999999999996,14.08,73.49,43.71716718266257,65.71799999999999,12.89,72.37,43.29924265842353,66.974,9.23,98.04,32.35565687789795,79.54400000000001,6.04,66.1,42.84624420401848,63.65599999999999,2.27,39.47,16.142362637362606,36.838
FSHR_RAT,14.43,81.15,21.40384853168469,44.682,0.76,94.66,6.810432612312803,38.32000000000001,7.07,79.14,11.782843894899532,37.0,14.08,73.49,43.71716718266257,65.71799999999999,13.22,85.51,42.12183925811431,77.712,8.86,98.04,31.421700154559478,78.018,6.79,73.77,37.81965996908805,64.336,1.33,32.35,15.169506398537473,31.6
G3V906_RAT,10.32,82.42,36.56205564142192,75.05,1.02,42.11,14.485966386554608,41.080000000000005,7.66,84.21,46.07069551777446,80.07399999999998,14.81,97.22,53.23894899536326,94.44199999999998,13.48,94.29,40.66253477588879,85.714,8.66,75.41,32.724837712519296,68.96599999999998,7.25,88.0,40.853106646058606,81.88399999999999,0.72,85.29,15.166776556776567,52.396
GABR1_HUMAN,11.38,23.39,14.057187017001526,22.991999999999997,1.06,28.72,7.639592529711382,27.448,5.76,28.16,11.025332302936642,24.160000000000004,9.5,20.42,14.803632148377194,19.278,10.12,30.0,21.61576506955173,28.583999999999996,9.23,43.08,19.28170015455951,42.31,5.63,34.44,13.21879443585775,32.982,1.89,31.67,12.933025362318835,30.486
GALR2_HUMAN,11.05,55.47,35.58462132921173,48.904,0.57,37.5,13.990956375838927,36.588,7.53,73.68,49.63724884080378,71.926,12.87,91.67,53.85409582689348,75.83200000000001,13.79,63.64,42.58775888717163,58.83599999999999,7.94,52.63,30.82086553323025,50.660000000000004,7.63,49.28,34.44015455950528,48.394,2.17,34.78,13.32879406307973,33.656
GALR3_HUMAN,10.44,55.47,35.985996908809916,50.696,0.82,66.67,11.449484902309052,52.222,6.56,59.68,42.75893353941267,59.410000000000004,13.86,91.67,54.926105100463886,75.31800000000001,15.04,63.89,45.82043276661519,62.17199999999999,7.45,52.17,29.69508500772799,48.477999999999994,7.57,61.22,41.12522411128298,59.779999999999994,2.05,38.64,12.620054744525529,36.16799999999999
GASR_HUMAN,11.64,87.22,34.766367851622874,68.61800000000001,2.7,89.19,15.334621848739488,61.622,9.62,98.41,47.07315301391025,78.628,15.35,82.43,55.94046511627918,82.43,14.72,97.3,43.50931993817619,78.882,13.64,72.18,22.692442040185526,52.751999999999995,5.7,95.92,40.15902627511585,72.384,0.54,70.37,15.77201465201463,68.15
GASR_MOUSE,11.91,87.22,34.35021638330759,68.668,2.63,89.19,15.669398998330532,54.36800000000001,9.21,96.83,46.356800618238005,76.962,15.35,82.43,55.94046511627918,82.43,15.15,94.59,44.17289026275118,79.9,12.59,72.18,22.07701700154564,52.682,6.11,80.0,38.45758887171565,69.962,0.54,70.37,15.77201465201463,68.15
GASR_RAT,11.67,86.6,34.32471406491498,67.816,2.63,89.19,15.669398998330532,54.36800000000001,9.62,98.41,47.077047913446584,78.946,15.35,82.43,55.94046511627918,82.43,14.66,97.3,42.96578052550237,79.14800000000001,10.38,68.24,21.649536321483772,48.874,5.7,95.92,40.29114374033996,72.384,0.54,70.37,15.77201465201463,68.15
GHSR_HUMAN,10.75,89.07,36.51816074188561,68.13199999999999,1.79,53.57,15.26070116861436,42.094,6.91,96.72,43.09309119010823,80.61800000000001,14.81,84.72,54.78992248062028,81.104,12.97,75.86,38.22990726429679,60.83200000000001,8.48,95.45,30.681205564142186,69.546,6.49,97.92,45.72435857805263,77.91600000000001,0.36,92.31,15.114715909090908,63.984
GHSR_MOUSE,10.5,99.45,36.88060278207114,71.038,1.02,53.57,14.498549999999987,38.988,6.91,98.36,41.826336939721806,82.236,14.81,84.72,54.78992248062028,81.104,14.78,75.86,41.410557275541805,58.44,8.48,98.46,30.541947449768255,68.9,6.49,97.92,45.66617647058825,69.584,0.36,92.31,15.043814041745721,49.77
GHSR_RAT,10.5,99.45,36.874281298299856,71.14599999999999,1.02,53.57,14.498549999999987,38.988,6.91,98.36,41.885239567233334,81.598,14.81,84.72,54.78992248062028,81.104,14.78,75.86,41.410557275541805,58.44,8.13,98.46,30.436908809891886,70.04799999999999,6.49,97.92,45.66617647058825,69.584,0.36,92.31,15.043814041745721,49.77
GIPR_HUMAN,10.65,46.72,26.27435857805255,45.08800000000001,1.61,31.75,10.490875420875437,28.242,9.62,41.26,23.67493044822249,40.384,10.8,52.33,31.605641421947404,50.117999999999995,12.89,79.69,44.924822256568774,74.746,6.3,56.25,25.97129829984542,55.626,6.87,79.59,36.82831530139106,69.53399999999999,2.33,37.21,13.357421150278324,34.066
GLP1R_HUMAN,11.89,90.85,26.522921174652243,59.674,1.54,83.08,11.292009966777401,41.54,10.87,95.9,22.53570324574964,58.158,14.68,83.33,39.17040185471409,67.75800000000001,13.27,98.46,41.790123647604396,82.332,5.07,83.02,23.153854489164107,79.246,6.49,97.96,33.30465224111289,81.226,1.54,93.33,16.986974637681143,61.331999999999994
GLP1R_MOUSE,11.87,90.85,26.442704791344692,60.024,1.54,83.08,11.097333333333324,41.232,10.51,95.9,22.583585780525514,59.152,14.22,86.9,39.32329211746518,70.5,12.78,90.91,41.21123647604326,78.94800000000001,5.07,83.02,23.153854489164107,79.246,6.11,95.92,33.018701700154615,80.818,1.15,96.67,17.142228260869555,62.0
GLP1R_RAT,11.28,65.52,26.287078825347773,53.644000000000005,1.54,33.93,12.062139303482626,30.426000000000005,12.26,54.9,20.751761978361543,44.644,14.49,86.9,38.97712519319923,68.22999999999999,13.33,98.46,42.33551777434324,83.286,5.07,75.0,22.636151468315322,72.14200000000001,6.49,97.96,33.22656877897989,82.042,1.15,96.67,17.11242753623187,62.666
GLP2R_HUMAN,12.94,46.54,23.508979907264315,41.612,1.39,25.0,9.260710659898454,24.157999999999998,11.8,42.21,20.110618238021633,37.31400000000001,10.65,75.31,35.314003091189875,58.714,12.95,93.85,43.33958268933536,78.624,6.52,92.45,25.51429675425041,83.77199999999999,7.65,45.83,24.640479134466744,41.798,1.59,29.41,12.060036363636366,28.294
GLP2R_RAT,11.92,46.54,23.389505409582696,39.775999999999996,1.43,25.71,10.03476744186045,25.208000000000006,11.94,42.21,19.54550231839259,35.672,9.71,75.31,33.27670788253474,57.718,13.45,93.85,45.14803709428126,80.16600000000001,6.52,92.45,25.335919629057198,82.26599999999999,9.3,42.17,21.873647604327623,41.444,1.8,34.69,12.499981916817319,34.282
GLR_HUMAN,12.23,76.29,25.713554868624406,60.95399999999999,1.87,75.47,12.607337770382692,47.547999999999995,10.58,96.18,19.680880989180782,65.032,10.28,92.68,33.76052550231814,69.042,14.35,96.88,44.42187017001553,86.30999999999999,6.16,98.11,24.442333848531696,90.566,7.25,80.77,37.075301391035566,78.684,2.17,41.3,13.256487985212546,38.676
GLR_MOUSE,11.77,94.09,26.00996908809889,64.008,1.89,94.34,12.539118136439258,51.46600000000001,10.0,97.73,20.4086553323029,70.338,12.84,86.05,35.102148377124905,69.226,13.9,98.44,45.29387944358578,87.92800000000001,5.43,96.23,23.58992260061922,85.662,6.46,86.79,36.29615146831535,72.986,2.0,94.0,13.71268060836501,48.874
GLR_RAT,12.1,94.09,25.782009273570335,64.582,1.89,94.34,12.782495840266211,52.60999999999999,10.07,97.73,20.495687789799014,70.61800000000001,12.88,86.05,35.50710973724875,72.12800000000001,13.45,98.44,44.17990726429682,86.692,5.43,96.23,23.58992260061922,85.662,6.49,86.79,34.4227511591964,74.012,2.0,94.0,13.88967984934086,48.888
GNRHR_HUMAN,8.83,78.12,32.0206336939722,48.510000000000005,1.59,85.71,19.118126036484227,52.858000000000004,5.91,94.92,34.670540958268845,61.348,13.62,78.38,51.17151468315285,67.638,14.23,51.72,36.76653786707882,50.826,7.69,95.52,30.24778979907263,56.438,3.44,51.52,28.668544891640853,47.92,,,,
GNRHR_RAT,9.45,78.12,32.221962905718684,48.832,1.2,85.71,18.59250830564784,51.745999999999995,5.91,94.92,34.62327666151455,61.348,13.89,78.38,50.1841421947449,67.34400000000001,15.79,51.81,39.16273570324574,51.525999999999996,7.69,95.52,30.08741885625964,57.226,3.44,51.52,28.668544891640853,47.92,,,,
GP119_HUMAN,9.7,81.1,34.40081916537864,60.209999999999994,,,,,7.14,86.54,42.521035548686264,67.96000000000001,12.68,95.83,47.15114374033982,79.942,14.29,97.1,40.01289026275121,77.9,11.19,85.29,30.120340030911823,71.552,6.39,66.04,42.61669242658421,63.484,0.78,33.33,13.43458483754513,31.01
GP119_MOUSE,9.54,79.94,33.51508500772803,61.848,,,,,6.67,58.62,40.6989164086687,58.61999999999999,13.37,95.83,46.33554179566559,72.84,14.72,98.55,39.745935085007694,78.47600000000001,11.02,94.12,29.948408037094225,73.506,7.58,84.48,37.69676970633686,61.31,0.68,47.06,13.459564428312142,42.482
GP119_RAT,11.85,63.11,27.05058732612051,49.676,,,,,6.67,58.62,40.6989164086687,58.61999999999999,13.37,95.83,46.33554179566559,72.84,14.72,98.55,38.90477588871713,77.896,11.44,94.12,29.31137557959812,71.786,8.57,33.33,17.32975270479134,32.068,1.47,36.76,11.904054545454526,32.35
GP139_HUMAN,10.36,46.97,34.298377125193184,44.494,1.35,38.89,14.348556701030907,36.751999999999995,7.5,61.4,42.14805255023192,60.06999999999999,14.43,61.04,47.33228748068003,59.732000000000006,14.8,63.24,39.933601236476065,56.629999999999995,7.87,57.63,28.598593508500773,51.232000000000006,6.77,58.49,41.227403400309036,56.977999999999994,1.71,41.67,16.96931734317346,37.386
GP142_HUMAN,12.37,51.57,28.057310664605883,39.047999999999995,1.23,35.8,8.73475792988317,30.370000000000005,11.16,35.48,23.212797527047936,34.99999999999999,12.96,97.26,48.919041731066585,70.50399999999999,13.73,74.24,38.23394126738796,57.5,7.35,64.52,29.53924265842343,53.088,7.63,79.17,40.5413910355487,62.602,0.38,33.33,11.43381750465551,30.322000000000003
GP142_MOUSE,10.11,51.57,32.04788253477593,44.116,0.76,47.62,15.850415282392046,45.716,8.16,37.0,25.67853168469862,35.83,12.68,97.26,47.270973724883966,68.926,14.0,74.24,40.99723338485324,59.686,8.06,64.52,29.47369397217926,53.36999999999999,7.63,79.17,41.82060278207111,61.876,0.54,52.94,15.714211502782906,48.236000000000004
GP174_HUMAN,9.89,56.62,35.601839258114346,51.94199999999999,0.41,41.67,11.362305025996537,39.55200000000001,7.05,69.09,46.74482225656883,66.58,15.42,76.06,51.10778979907262,69.836,12.86,55.95,37.79723338485314,52.382000000000005,6.45,66.67,32.2761823802164,61.522000000000006,5.32,63.27,39.599984544049335,60.34400000000001,0.34,33.33,9.701615384615398,30.312
GP183_HUMAN,10.86,88.14,37.775641421947476,58.55800000000001,2.39,60.87,20.039734219269093,55.65,7.11,98.15,48.84907264296758,75.556,13.86,98.61,52.660896445131364,75.558,15.7,70.24,39.874482225656934,59.739999999999995,11.39,89.55,34.26574961360116,60.267999999999994,5.34,64.58,41.609953560371466,63.486000000000004,0.78,95.65,15.270900900900891,53.914
GP183_MOUSE,10.03,88.14,37.5104791344668,58.48,1.35,60.87,17.692850000000018,47.498000000000005,7.53,98.15,49.89505409582688,77.03800000000001,13.37,98.61,52.409381761978366,76.664,15.09,70.24,38.148531684698604,56.948,11.39,89.55,34.52961360123651,59.548,5.34,64.58,41.609953560371466,63.486000000000004,0.78,95.65,15.204432432432414,53.914
GPBAR_HUMAN,10.23,83.28,33.13893353941265,57.888,0.48,62.5,9.855457875457885,57.5,7.63,80.0,42.3108191653787,67.636,11.17,89.06,38.720664605873296,65.264,13.78,95.52,44.22765069551776,72.88399999999999,9.88,90.0,30.11627511591953,64.93199999999999,7.25,88.0,34.37955177743431,63.874,1.52,83.33,16.63095588235292,56.666
GPBAR_MOUSE,10.38,87.99,32.83112828438951,59.198,0.96,88.89,10.835187969924803,57.112,7.0,94.12,41.65191653786714,71.55199999999999,11.65,96.88,38.31187017001556,66.03999999999999,13.78,98.51,43.80060278207107,75.22200000000001,9.88,97.14,29.86894899536314,66.646,8.4,88.0,33.791205564142224,64.678,1.08,83.33,17.636483516483505,54.44199999999999
GPBAR_RAT,10.13,87.99,32.6236785162287,58.128,0.76,88.89,10.345219885277233,55.112,6.58,94.12,40.642148377125245,69.732,10.68,96.88,37.79582689335398,66.664,13.33,98.51,43.75874806800613,75.52,10.28,97.14,30.808547140649125,66.476,7.5,66.67,33.05888717156114,57.448,1.15,58.82,15.888315018315012,57.64399999999999
GPC5B,11.23,34.02,26.374219474497675,33.12,1.43,36.17,14.708787375415271,35.198,7.07,56.45,37.31503863987635,53.696000000000005,10.47,42.35,33.328547140649114,41.206,10.76,62.96,36.977171561051,51.339999999999996,5.99,39.68,24.429814528593468,38.726,8.67,34.09,20.619119010819187,31.378000000000004,1.08,39.47,16.443509090909103,38.944
GPC6A_MOUSE,12.23,27.17,15.762472952086558,26.298000000000002,1.25,36.67,8.817766666666667,32.862,7.47,35.89,12.237094281298285,32.592,12.26,22.58,18.444389489953718,22.58,12.33,37.43,19.00307573415764,34.58,8.25,35.88,20.732194744976827,34.854,7.36,35.57,16.577372488407956,34.19799999999999,2.08,33.33,15.51529411764706,33.33
GPER1_HUMAN,11.61,49.75,35.04275115919624,48.732000000000006,2.13,28.21,12.325592654424046,26.997999999999998,9.39,62.32,41.70774343122109,61.914,14.29,65.75,49.433802163833036,64.654,15.7,54.05,41.253693972179384,53.522000000000006,9.22,53.85,32.36183925811438,52.926,6.49,59.62,40.480633693972216,58.076,1.08,52.94,15.87581056466301,48.236000000000004
GPR17_HUMAN,11.09,50.13,35.71809891808349,48.71,1.85,36.54,12.671913477537453,33.976,8.08,69.81,48.42027820710971,68.27199999999999,13.37,76.39,52.483369397217956,75.0,14.22,52.0,40.0025965996909,51.552,7.89,62.5,34.71732612055643,59.01800000000001,6.49,58.14,39.721607418856216,56.628,1.15,52.94,16.29110507246375,51.763999999999996
GPR18_HUMAN,11.2,51.29,37.156445131375584,48.942,1.21,53.33,15.994856661045548,49.412,8.23,67.27,47.12559505409584,65.932,15.96,69.44,54.41910355486874,68.626,17.94,57.33,39.00680061823797,56.134,8.12,51.67,32.71078825347752,51.330000000000005,5.7,55.1,40.376553323029356,54.910000000000004,0.77,52.94,17.045862708719838,48.236000000000004
GPR34_HUMAN,11.44,83.29,36.20024729520863,54.08,2.27,40.91,14.587626841243821,37.704,9.13,79.71,48.680510046368,73.57,14.35,69.44,53.98905572755418,69.44,12.34,97.26,39.80465224111285,62.834,8.63,54.55,31.619829721362173,53.552,6.11,95.45,40.49468315301391,67.006,0.52,68.97,16.044632352941186,43.596
GPR34_MOUSE,11.17,83.29,36.71604327666157,55.434000000000005,1.21,45.83,18.768735632183915,44.532,10.66,79.71,43.50289026275106,64.494,14.35,69.44,53.98905572755418,69.44,12.34,97.26,39.866352395672344,63.220000000000006,8.63,54.55,31.619829721362173,53.552,6.11,95.45,41.042720247295144,67.538,1.37,68.97,15.417292817679511,42.26199999999999
GPR35_HUMAN,9.52,70.03,34.6961360123647,56.01400000000001,1.25,53.85,12.780542907180365,39.554,7.11,74.07,45.64273570324572,67.546,11.31,81.94,45.83935085007732,69.342,14.16,60.56,43.64817619783623,57.907999999999994,8.7,78.33,34.237078825347815,63.684000000000005,4.2,64.1,27.65644513137554,55.15999999999999,0.54,58.82,16.16818014705879,52.352
GPR35_MOUSE,8.96,75.61,34.20026275115921,57.96999999999999,1.16,61.54,15.043415492957756,45.494,6.69,74.07,43.59924265842353,65.986,13.45,98.55,46.91193199381741,72.74600000000001,13.27,62.5,41.67182380216387,61.972,9.3,90.0,33.26806800618245,66.16,3.82,73.53,26.278469860896394,58.507999999999996,0.78,88.24,18.405469613259633,60.0
GPR39_HUMAN,11.88,60.23,30.428083462132975,43.48799999999999,0.82,42.86,16.281767676767686,40.384,7.17,82.54,36.43530139103553,57.684000000000005,14.01,94.59,46.23267387944356,70.19800000000001,13.25,46.39,32.924976816074185,43.58,8.99,84.81,28.90908809891808,53.286,7.25,51.69,35.30052550231825,50.338,1.54,32.31,12.674385321100903,31.077999999999996
GPR39_MOUSE,12.83,60.23,30.29540958268934,43.358,1.89,52.63,16.178213689482494,45.55,6.83,82.54,37.164018547140635,58.084,13.53,94.59,45.56418856259676,70.19800000000001,14.29,44.72,32.83179289026271,43.321999999999996,8.97,84.81,29.233693972179275,54.622,10.69,51.69,29.97633693972177,45.462,1.82,34.55,14.174322344322395,31.784000000000002
GPR4_HUMAN,10.67,46.43,34.664621329211776,46.082,0.61,45.45,8.627557251908406,40.198,5.86,62.96,41.62423493044824,59.664,13.86,76.39,52.90935085007723,73.332,16.59,55.41,39.29931993817619,54.738,8.24,65.57,33.28355486862445,61.836,4.92,54.55,35.52802163833077,52.366,2.15,41.03,16.48448148148149,36.702000000000005
GPR52_HUMAN,10.49,43.65,34.324775888717134,42.492000000000004,1.14,44.12,16.3235462184874,39.076,7.11,69.09,45.78539412673881,66.90799999999999,14.03,56.41,44.75921174652232,56.267999999999994,13.91,56.94,42.646166924265806,55.733999999999995,10.45,41.89,27.382843894899548,40.988,6.49,58.82,38.88216383307567,56.902,1.02,41.67,10.414516129032252,41.572
GPR55_HUMAN,9.2,51.32,33.933353941267406,48.606,0.41,87.5,11.501774491682077,67.5,7.17,57.14,38.23545595054096,54.71999999999999,14.79,70.83,54.09723338485322,68.336,14.77,51.32,37.66020092735706,49.754000000000005,9.32,55.56,32.007171561051074,54.214,4.96,84.85,30.816244204018485,61.322,0.54,52.94,15.701602914389781,48.298
GPR6_HUMAN,10.89,45.67,32.35336939721796,44.474000000000004,1.69,38.1,13.672624584717608,32.028000000000006,7.76,61.02,39.454652241112974,60.008,14.2,58.67,45.1993199381761,57.45,11.56,65.22,42.28434312210204,63.92999999999999,9.87,52.24,29.257820710973636,51.346000000000004,6.82,58.49,40.65261205564148,55.510000000000005,,,,
